iter	Logloss
0	0.6899253124
1	0.6869628026
2	0.6841415848
3	0.6813291712
4	0.6789556725
5	0.6766102591
6	0.6743890105
7	0.6703504105
8	0.6683694154
9	0.6662834735
10	0.6645563381
11	0.6630721639
12	0.6612818869
13	0.6595568082
14	0.6581349298
15	0.6569720601
16	0.6555311177
17	0.6542357973
18	0.6530649829
19	0.6482993649
20	0.6454061519
21	0.6443418102
22	0.6431346448
23	0.6422675893
24	0.6410084267
25	0.6379217679
26	0.6357954623
27	0.6347208393
28	0.6338014109
29	0.6331290369
30	0.6327269447
31	0.6321113332
32	0.6286536963
33	0.627988
34	0.6265940868
35	0.6259795608
36	0.624432492
37	0.6236393661
38	0.6231547249
39	0.6224763011
40	0.6218016265
41	0.6212554514
42	0.6207481814
43	0.6201123346
44	0.6188460647
45	0.618620026
46	0.6168163034
47	0.6161413631
48	0.6159266847
49	0.6116290454
50	0.6113196042
51	0.6109343401
52	0.6105327743
53	0.6100742662
54	0.6096014411
55	0.609352965
56	0.6090226194
57	0.608022136
58	0.6076712141
59	0.6073319726
60	0.6069438108
61	0.6066463604
62	0.6063842645
63	0.6061077023
64	0.6058775416
65	0.603837243
66	0.6035440812
67	0.6033296652
68	0.6030536928
69	0.6018187437
70	0.6016822989
71	0.6000002857
72	0.5997658368
73	0.5995223471
74	0.599255022
75	0.598593216
76	0.5983287949
77	0.5981127232
78	0.5971057925
79	0.5968365761
80	0.5965552035
81	0.5958843167
82	0.5957170784
83	0.5954643785
84	0.5952911478
85	0.5951109441
86	0.5949509258
87	0.5947331561
88	0.5938840921
89	0.5936577582
90	0.5934514948
91	0.593249456
92	0.5931144617
93	0.5929373592
94	0.5927968841
95	0.5925438148
96	0.5923419402
97	0.5921406045
98	0.5919761461
99	0.5918136437
100	0.5916876326
101	0.5915253837
102	0.5912809716
103	0.5911326324
104	0.5909818253
105	0.5908591252
106	0.5907161505
107	0.5905327919
108	0.5904211469
109	0.5896865189
110	0.5895063222
111	0.5893803377
112	0.5892375478
113	0.589110181
114	0.5889793221
115	0.5888268739
116	0.58866991
117	0.5885695829
118	0.5883893667
119	0.588279318
120	0.5881317059
121	0.5878918412
122	0.5877630662
123	0.58762805
124	0.5874377671
125	0.5873290973
126	0.5871827085
127	0.5868956923
128	0.5867438955
129	0.5865867851
130	0.5864890501
131	0.5862695339
132	0.5860967168
133	0.5855878103
134	0.5854457938
135	0.585302273
136	0.585250689
