iter	Logloss
137	0.5851348947
138	0.5850185828
139	0.5848270907
140	0.5847368107
141	0.5846059611
142	0.5844787742
143	0.5843642131
144	0.5842525092
145	0.58414191
146	0.5840388883
147	0.5839548223
148	0.5838659411
149	0.5837354627
150	0.5836653508
151	0.583608314
152	0.5834543453
153	0.5832727779
154	0.5831559044
155	0.5830236672
156	0.5829031004
157	0.5826998781
158	0.5825493681
159	0.5824038351
160	0.5823064244
161	0.5817806702
162	0.5816901884
163	0.5815174265
164	0.5814449652
165	0.5813406671
166	0.5812343578
167	0.5812016303
168	0.5811113475
169	0.5809795399
170	0.5809138558
171	0.5808473189
172	0.5807556736
173	0.5806459445
174	0.5805425673
175	0.5804496737
176	0.5803950846
177	0.5802628069
178	0.5801621893
179	0.5800680544
180	0.5800223715
181	0.5799194794
182	0.5776796558
183	0.577559303
184	0.5774287596
185	0.57724805
186	0.5771431439
187	0.5770436991
188	0.5768595326
189	0.5767664632
190	0.5766542421
191	0.5765461768
192	0.5764617741
193	0.5763859568
194	0.5762789654
195	0.5757232383
196	0.5754734507
197	0.575360813
198	0.5752560678
199	0.5751514641
200	0.5750281568
201	0.5749162631
202	0.5747264516
203	0.5746236316
204	0.5745395024
205	0.5744326402
206	0.5743057676
207	0.5742166458
208	0.574071927
209	0.574032329
210	0.573940497
211	0.5738497532
212	0.57373081
213	0.5736369782
214	0.5735112686
215	0.5734180177
216	0.5733268197
217	0.573191348
218	0.5731011129
219	0.5729975312
220	0.5729243227
221	0.5728507658
222	0.5727332997
223	0.5726486893
224	0.5725556207
225	0.5724432429
226	0.572321437
227	0.570595727
228	0.5705260193
229	0.570418861
230	0.5703675696
231	0.5703040817
232	0.570247437
233	0.5701611719
234	0.5700818559
235	0.5700514836
236	0.5699318671
237	0.5698792528
238	0.5697904798
239	0.5697205425
240	0.5696134528
241	0.5695558918
242	0.5694237592
243	0.5693551359
244	0.569268527
245	0.5691735534
246	0.5690977316
247	0.5689971792
248	0.5689341825
249	0.568812413
250	0.5687053816
251	0.5686544275
252	0.5685698472
253	0.568546267
254	0.5684768424
255	0.5684086982
256	0.5683552476
257	0.568282009
258	0.5681983454
259	0.5681258085
260	0.5679666972
261	0.5678565187
262	0.5677481697
263	0.5676536629
264	0.5675912763
265	0.5675131797
266	0.5673854348
267	0.567317573
268	0.567229997
269	0.5670630935
270	0.5669973482
271	0.5669395143
272	0.5668111394
273	0.5667120363
274	0.5665820901
275	0.5665028111
276	0.5664419689
277	0.5663370236
278	0.5662741212
279	0.56614315
280	0.5660378386
281	0.5659754729
282	0.565895535
283	0.5658225056
284	0.5657394872
285	0.5656428597
286	0.5654681717
287	0.5653407143
288	0.565279056
289	0.5651822273
290	0.5650991286
291	0.5635696342
292	0.5634263226
293	0.563339048
294	0.5632587283
295	0.56316587
296	0.5630473543
297	0.5629543262
298	0.5628851691
299	0.5627737014
300	0.5626870913
301	0.5625982889
302	0.562477566
303	0.5623446047
304	0.5622615749
305	0.562139968
306	0.5619515109
307	0.5618466531
308	0.5617089031
309	0.5616367688
310	0.5615326198
311	0.5614198194
312	0.5613122061
313	0.5612139538
314	0.5611149746
315	0.5609734537
316	0.5609052644
317	0.5608665049
318	0.5607928782
319	0.560632032
320	0.5604862731
321	0.5603750661
322	0.56028472
323	0.5601896674
324	0.5600822308
325	0.5599808998
326	0.5598743343
327	0.5597583437
328	0.5595653783
329	0.5594441655
330	0.559278761
331	0.5591072152
332	0.558991524
333	0.5588707126
334	0.5587945298
335	0.5586965051
336	0.558597099
337	0.5584929026
338	0.5583895507
339	0.55828984
340	0.5581923644
341	0.5580986855
342	0.5580021411
343	0.5579097101
344	0.5578023483
345	0.5564050955
346	0.5563423069
347	0.5562419478
348	0.5550270431
349	0.5549092786
350	0.5547001041
351	0.5536590315
352	0.5535181995
353	0.5534080038
354	0.5533012996
355	0.5531671471
356	0.5530382119
357	0.5528870454
358	0.5527959008
359	0.5527003667
360	0.5525524206
361	0.5524497006
362	0.5523485008
363	0.5522165586
364	0.5520612811
365	0.5519702296
366	0.5519117008
367	0.5518395698
368	0.5517108296
369	0.5515786784
370	0.5514768721
371	0.5513670008
372	0.5512549526
373	0.5511483379
374	0.5510453182
375	0.5509678102
376	0.5508187255
377	0.5507390458
378	0.5506674458
379	0.55054813
380	0.5504491884
381	0.5503527843
382	0.550171488
383	0.5500277216
384	0.5499292116
385	0.5498191078
386	0.5497352205
387	0.5496387341
388	0.5495496623
389	0.549456992
390	0.5493094883
391	0.5492092495
392	0.5491053294
393	0.5482488257
394	0.5481323541
395	0.5480704246
396	0.5479586065
397	0.5478619102
398	0.5477421381
399	0.547660961
400	0.5475636448
401	0.5474347435
402	0.5473114351
403	0.5471860625
404	0.547098299
405	0.5470053984
406	0.5468851511
407	0.5467982654
408	0.546672334
409	0.54657891
410	0.546500076
411	0.5464259309
412	0.5463282327
413	0.5462551821
414	0.5461588642
415	0.5460514822
416	0.5452385668
417	0.5451160513
418	0.5450244819
419	0.5449107156
420	0.5448110999
421	0.5447170371
422	0.5446341826
423	0.5445339934
424	0.5444055625
425	0.5442614841
426	0.5441206783
427	0.5440325632
428	0.5439060153
429	0.5437999515
430	0.5436828498
431	0.5435683282
432	0.5434510628
433	0.5433564158
434	0.5432608754
435	0.5431104913
436	0.5429746101
437	0.5428221808
438	0.5426885477
439	0.5425899604
440	0.5424715126
441	0.5423354867
442	0.5422258126
443	0.5420948922
444	0.541975638
445	0.5418525129
446	0.5417707138
447	0.5416657361
448	0.5414865048
449	0.5413658073
450	0.5412444131
451	0.5411503853
452	0.5410281087
453	0.5409522221
454	0.5408943566
455	0.5407830726
456	0.5406876359
457	0.5405945793
458	0.5405161845
459	0.5403995043
460	0.5403071277
461	0.5401939726
462	0.5401278408
463	0.5400480105
464	0.5399521239
465	0.5398114378
466	0.5396961528
467	0.5396301455
468	0.5395465192
469	0.5394345424
470	0.5393496768
471	0.5392456844
472	0.5391274782
473	0.5390282329
474	0.5389326796
475	0.5388467862
476	0.5387691904
477	0.5386945015
478	0.5386078819
479	0.5384892673
480	0.5383861803
481	0.5382703821
482	0.5381452188
483	0.5380342856
484	0.5379364566
485	0.53786509
486	0.5377865023
487	0.5377139965
488	0.5375791153
489	0.5374968003
490	0.5373165782
491	0.5372802715
492	0.5372135971
493	0.5371119486
494	0.537023161
495	0.5369394393
496	0.536826541
497	0.5367575005
498	0.536642164
499	0.5364795668
500	0.5363705577
501	0.5362725687
502	0.536196254
503	0.5361073248
504	0.5359887238
505	0.535868833
506	0.5357725836
507	0.535667902
508	0.5355678798
509	0.5354731278
510	0.5353702606
511	0.5352596438
512	0.5351390679
513	0.5350682978
514	0.5349636843
515	0.5348764858
516	0.5347631044
517	0.5346586988
518	0.5345576421
519	0.5344846196
520	0.5344231094
521	0.5343247563
522	0.5341978766
523	0.534133576
524	0.5340154659
525	0.533914583
526	0.5338519228
527	0.5337703671
528	0.5336452092
529	0.5335270825
530	0.5334164474
531	0.5333127983
532	0.533208626
533	0.5331244542
534	0.5329896212
535	0.5328744138
536	0.5327722138
537	0.5326574704
538	0.532539062
539	0.5324316336
540	0.5323536999
541	0.5322192057
542	0.5321346894
543	0.5320531774
544	0.5319814298
545	0.5318668373
546	0.5318143637
547	0.5317108618
548	0.5316391174
549	0.5315408512
550	0.5315045542
551	0.5314354708
552	0.5313525615
553	0.5312859444
554	0.5311760269
555	0.531092233
556	0.531012626
557	0.5309274296
558	0.5308219285
559	0.5307327742
560	0.5306089115
561	0.5305185391
562	0.5304220939
563	0.5303454185
564	0.5302124777
565	0.5301240163
566	0.5300384475
567	0.5299372278
568	0.5298564643
569	0.5297777541
570	0.5296862934
571	0.5296322597
572	0.5295515206
573	0.5294912758
574	0.5293960759
575	0.5293110568
576	0.529214698
577	0.5291233964
578	0.5290541632
579	0.5289636602
580	0.5288844041
581	0.5287745016
582	0.5286968681
583	0.5286314826
584	0.528531424
585	0.5284597509
586	0.5283839062
587	0.5282762436
588	0.5282264174
589	0.5281255379
590	0.5279747644
591	0.5278929273
592	0.5277818221
593	0.5277133001
594	0.5276543866
595	0.5275693633
596	0.5274972973
597	0.5268027853
598	0.5267591868
599	0.5267135814
600	0.5266158959
601	0.5265468502
602	0.5264742298
603	0.5264209854
604	0.5263053493
605	0.5262175423
606	0.5261592119
607	0.5260809021
608	0.5259967491
609	0.5259023021
610	0.5257339839
611	0.5256192152
612	0.5255609902
613	0.5254436744
614	0.5253267691
615	0.5252492456
616	0.5251724735
617	0.5251232543
618	0.5250342276
619	0.524998292
620	0.5249280516
621	0.5248528868
622	0.5247887201
623	0.5246877996
624	0.5246013444
625	0.5245019781
626	0.5243954591
627	0.5242771876
628	0.5242037161
629	0.5241482186
630	0.5240984441
631	0.5240347248
632	0.5239287703
633	0.5238272211
634	0.5237456999
635	0.5236682093
636	0.5235413479
637	0.5234213636
638	0.5232928408
639	0.5231805165
640	0.5231232719
641	0.5230688189
642	0.5229845796
643	0.5228856132
644	0.522766468
645	0.5226906238
646	0.5226004011
647	0.5225483233
648	0.5225041442
649	0.5224296878
650	0.5223298992
651	0.5222558849
652	0.5222403186
653	0.5221404824
654	0.5221197169
655	0.522075672
656	0.5219839454
657	0.5219048995
658	0.5217961779
659	0.5216893446
660	0.5215976776
661	0.5214795261
662	0.5214337454
663	0.5213139389
664	0.521226277
665	0.521139432
666	0.52110638
667	0.5209983776
668	0.5209029175
669	0.5207996696
670	0.5207197705
671	0.5206530539
672	0.5205819473
673	0.520502088
674	0.5204205176
675	0.5203275553
676	0.5202126455
677	0.5201915704
678	0.5200636736
679	0.5199925153
680	0.5199348368
681	0.5198527931
682	0.519768827
683	0.5197028561
684	0.5196451148
685	0.5195664701
686	0.5195009731
687	0.5193533981
688	0.5192796569
689	0.5191618743
690	0.5190669228
691	0.518994911
692	0.5189084978
693	0.5187852349
694	0.5187127603
695	0.5186551897
696	0.5185732731
697	0.5184884121
698	0.5184246453
699	0.5183158747
700	0.5182640121
701	0.5181735415
702	0.5180759821
703	0.5180288522
704	0.5179823066
705	0.5179009624
706	0.5178320386
707	0.5177250768
708	0.5176726475
709	0.5175471376
710	0.5174423272
711	0.5173235299
712	0.5172549895
713	0.5171697696
714	0.5170701367
715	0.5169965894
716	0.5169198361
717	0.516847204
718	0.5167532047
719	0.5167178462
720	0.5166540015
721	0.5165801613
722	0.5165360062
723	0.5164725787
724	0.5164095197
725	0.5163251269
726	0.5162551435
727	0.5161873699
728	0.5161005841
729	0.5160343053
730	0.5159813924
731	0.5159018355
732	0.515821252
733	0.5157500986
734	0.5156747089
735	0.5155857212
736	0.5154924154
737	0.5154375535
738	0.5153914377
739	0.5152882526
740	0.5152085431
741	0.5151205586
742	0.5150362594
743	0.5150176399
744	0.514930461
745	0.5148697831
746	0.5148089332
747	0.5147378111
748	0.5146724877
749	0.5146102172
750	0.5145498735
751	0.5144929113
752	0.5144265801
753	0.5143577171
754	0.5142710153
755	0.5142017262
756	0.5141536172
757	0.5140837574
758	0.5140186838
759	0.5139335607
760	0.513815199
761	0.5137479305
762	0.5136714643
763	0.5136038931
764	0.5135673158
765	0.51343472
766	0.5134157457
767	0.513335478
768	0.5132517289
769	0.5131870573
770	0.5131235291
771	0.5130421349
772	0.5129790305
773	0.5129184413
774	0.5128637145
775	0.5128244805
776	0.5127585065
777	0.5126824833
778	0.5126375748
779	0.5125609585
780	0.5124972734
781	0.5124382267
782	0.5123715481
783	0.5122928479
784	0.5122138588
785	0.5121253973
786	0.512064328
787	0.5120015735
788	0.5119387809
789	0.5118554126
790	0.5118104203
791	0.5117274665
792	0.5116730178
793	0.5116320228
794	0.5115256655
795	0.5114771795
796	0.5114605277
797	0.5113747366
798	0.5112586572
799	0.5111947317
800	0.5110992519
801	0.511036156
802	0.5109530205
803	0.5108773954
804	0.5107875215
805	0.5107286155
806	0.510642541
807	0.5105744926
808	0.5105113328
809	0.5104113508
810	0.5103308268
811	0.5103131135
812	0.5102281882
813	0.5101541774
814	0.5101242295
815	0.510056575
816	0.5099959188
817	0.5099343077
818	0.5098005139
819	0.5097279851
820	0.5096484142
821	0.5096026271
822	0.5095005255
823	0.5094402428
824	0.5093371856
825	0.5092472059
826	0.5091863371
827	0.509124955
828	0.5090617893
829	0.509006607
830	0.5089192677
831	0.5089013976
832	0.508830089
833	0.5087785125
834	0.5087232429
835	0.5086607794
836	0.5085637843
837	0.5085006065
838	0.5084558466
839	0.5083734239
840	0.5083103146
841	0.5082464508
842	0.5082100467
843	0.5081290328
844	0.5080662046
845	0.5079934458
846	0.5079236538
847	0.5078768296
848	0.5078083999
849	0.5077428894
850	0.5076614299
851	0.5076092043
852	0.5075712861
853	0.5075016714
854	0.5074457606
855	0.5074302869
856	0.5073232406
857	0.5072188712
858	0.5071082709
859	0.5070519857
860	0.5069865624
861	0.5069242947
862	0.5068385582
863	0.506803833
864	0.50673001
865	0.5066601727
866	0.506595191
867	0.506512579
868	0.5064747476
869	0.5063744272
870	0.5062991964
871	0.5062395169
872	0.5061805957
873	0.5061029415
874	0.506033768
875	0.5059990207
876	0.5058946945
877	0.5058642903
878	0.50581167
879	0.5057490992
880	0.5056365054
881	0.5055630138
882	0.5054945172
883	0.5054139695
884	0.5053694148
885	0.5052735008
886	0.5052447804
887	0.505162484
888	0.5051365641
889	0.5051202958
890	0.5050677733
891	0.5049836968
892	0.5049209936
893	0.5048376628
894	0.5047321485
895	0.5046734172
896	0.5045672115
897	0.5044999149
898	0.5044480237
899	0.5044330392
900	0.504379431
901	0.5043053124
902	0.5042773811
903	0.504217682
904	0.5041383458
905	0.5040623862
906	0.5040018106
907	0.5039264067
908	0.5038560005
909	0.5037381643
910	0.5036600502
911	0.5036039664
912	0.5035720334
913	0.5029836185
914	0.5028967888
915	0.5028853848
916	0.502805744
917	0.5027271675
918	0.5026548368
919	0.5026018046
920	0.5025496007
921	0.5025064326
922	0.5024455092
923	0.5023791932
924	0.5023270697
925	0.5022493675
926	0.5021924132
927	0.5021229451
928	0.5020657004
929	0.5020557454
930	0.5019950844
931	0.5019285536
932	0.5018545523
933	0.5017805007
934	0.5017276916
935	0.5015972217
936	0.5015487512
937	0.501444643
938	0.5013926803
939	0.5013263564
940	0.5012739539
941	0.5011567312
942	0.5011026843
943	0.5010920509
944	0.5010283648
945	0.5009822105
946	0.5009143107
947	0.500855145
948	0.5008320396
949	0.5007738088
950	0.5007083033
951	0.5006050238
952	0.5005504814
953	0.5004500859
954	0.5003745262
955	0.500303516
956	0.5002583921
957	0.5001880894
958	0.5000879691
959	0.5000230883
960	0.4999051151
961	0.499830547
962	0.4998130431
963	0.4997209743
964	0.4996793405
965	0.4995898907
966	0.4995065327
967	0.4994535224
968	0.4993884415
969	0.4993195022
970	0.4992071964
971	0.4991838725
972	0.4990993245
973	0.4990082212
974	0.4989088797
975	0.4988318503
976	0.4987980902
977	0.4986557038
978	0.4986284016
979	0.4986131854
980	0.4985523165
981	0.4984826707
982	0.4984351048
983	0.4983633607
984	0.4982885405
985	0.4982347145
986	0.4981638206
987	0.4981090426
988	0.4980725436
989	0.4980618472
990	0.4979663147
991	0.4979064024
992	0.4978801545
993	0.4978169228
994	0.4977616866
995	0.4976821088
996	0.4976098565
997	0.4975246547
998	0.4974622051
999	0.4973996422
